,Year,Indicator,Percent Pending Investigation,State Name,data
5937,2021,Percent with drugs specified,0.410797245,California,95.32374101
6083,2022,Percent with drugs specified,0.348228912,California,96.20780546
6335,2015,Percent with drugs specified,0.040548212,Colorado,80.06571742
6479,2016,Percent with drugs specified,0.031453959,Colorado,82.69430052
6623,2017,Percent with drugs specified,0.030960551,Colorado,85.86538462
6764,2018,Percent with drugs specified,0.033208164,Colorado,91.23505976
6902,2019,Percent with drugs specified,0.014960728,Colorado,90.54545455
7049,2020,Percent with drugs specified,0.018909549,Colorado,92.79100529
7197,2021,Percent with drugs specified,0.038667399,Colorado,94.2618675
7343,2022,Percent with drugs specified,0.018883364,Colorado,93.75
7595,2015,Percent with drugs specified,0.016339869,Connecticut,99.74968711
7739,2016,Percent with drugs specified,0.026108808,Connecticut,99.79466119
7883,2017,Percent with drugs specified,0.009511128,Connecticut,99.81481481
8024,2018,Percent with drugs specified,0.028617762,Connecticut,99.90654206
8162,2019,Percent with drugs specified,0.165993298,Connecticut,99.51259139
8309,2020,Percent with drugs specified,0.036738657,Connecticut,99.71119134
8457,2021,Percent with drugs specified,0.02589481,Connecticut,99.67989757
8603,2022,Percent with drugs specified,0.0,Connecticut,100.0
8855,2015,Percent with drugs specified,0.105152471,District of Columbia,100.0
8999,2016,Percent with drugs specified,0.0,District of Columbia,99.33333333
9143,2017,Percent with drugs specified,0.032061558,District of Columbia,97.98850575
9284,2018,Percent with drugs specified,0.03236246,District of Columbia,97.96610169
9422,2019,Percent with drugs specified,0.0,District of Columbia,99.72752044
9569,2020,Percent with drugs specified,0.0,District of Columbia,99.41291585
9717,2021,Percent with drugs specified,0.013978194,District of Columbia,99.63031423
9863,2022,Percent with drugs specified,0.0,District of Columbia,99.13043478
10115,2015,Percent with drugs specified,0.0,Delaware,81.53846154
10259,2016,Percent with drugs specified,0.0,Delaware,65.96491228
10403,2017,Percent with drugs specified,0.0,Delaware,85.04398827
10544,2018,Percent with drugs specified,0.0,Delaware,97.99498747
10682,2019,Percent with drugs specified,0.097171237,Delaware,98.10874704
10829,2020,Percent with drugs specified,0.009099181,Delaware,99.77728285
10977,2021,Percent with drugs specified,0.0,Delaware,98.00796813
11123,2022,Percent with drugs specified,0.0,Delaware,98.52941176
11375,2015,Percent with drugs specified,0.036541995,Florida,75.44749403
11519,2016,Percent with drugs specified,0.047008462,Florida,75.20016013
11663,2017,Percent with drugs specified,0.064024523,Florida,81.61764706
11804,2018,Percent with drugs specified,0.04997093,Florida,88.14829822
11942,2019,Percent with drugs specified,0.051492324,Florida,90.5865315
12089,2020,Percent with drugs specified,0.068283252,Florida,89.99735729
12237,2021,Percent with drugs specified,0.131784146,Florida,92.42925395
12383,2022,Percent with drugs specified,0.219709555,Florida,90.95515581
12635,2015,Percent with drugs specified,0.079462634,Georgia,91.28440367
12779,2016,Percent with drugs specified,0.084369612,Georgia,93.79562044
12923,2017,Percent with drugs specified,0.082457964,Georgia,93.13984169
13064,2018,Percent with drugs specified,0.089800107,Georgia,94.61818182
13202,2019,Percent with drugs specified,0.103277014,Georgia,95.28301887
13349,2020,Percent with drugs specified,0.084974073,Georgia,94.70021413
13497,2021,Percent with drugs specified,0.173752704,Georgia,95.73420837
13643,2022,Percent with drugs specified,0.201222891,Georgia,95.95265368
13895,2015,Percent with drugs specified,0.008922198,Hawaii,87.13450292
14039,2016,Percent with drugs specified,0.326057422,Hawaii,93.96984925
14183,2017,Percent with drugs specified,0.026068822,Hawaii,87.12871287
14324,2018,Percent with drugs specified,0.09529585,Hawaii,95.75471698
14462,2019,Percent with drugs specified,0.604667007,Hawaii,97.14285714
14609,2020,Percent with drugs specified,0.0,Hawaii,98.1884058
14757,2021,Percent with drugs specified,0.333850932,Hawaii,97.00374532
14903,2022,Percent with drugs specified,0.555722439,Hawaii,96.4664311
15155,2015,Percent with drugs specified,0.0,Iowa,91.0
15299,2016,Percent with drugs specified,0.006821748,Iowa,92.03821656
15443,2017,Percent with drugs specified,0.006613319,Iowa,95.30791789
15584,2018,Percent with drugs specified,0.009937065,Iowa,93.86281588
15722,2019,Percent with drugs specified,0.016303107,Iowa,95.42857143
15869,2020,Percent with drugs specified,0.014022099,Iowa,94.98806683
16017,2021,Percent with drugs specified,0.020588841,Iowa,96.17834395
16163,2022,Percent with drugs specified,0.017757784,Iowa,95.5602537
16415,2015,Percent with drugs specified,0.030800031,Idaho,74.29906542
16559,2016,Percent with drugs specified,0.06768444,Idaho,78.07017544
16703,2017,Percent with drugs specified,0.021570319,Idaho,75.64102564
16844,2018,Percent with drugs specified,0.014116318,Idaho,84.36213992
16982,2019,Percent with drugs specified,0.041846841,Idaho,89.77272727
17129,2020,Percent with drugs specified,0.127520039,Idaho,89.28571429
17277,2021,Percent with drugs specified,0.174263465,Idaho,94.20289855
17423,2022,Percent with drugs specified,0.111221682,Idaho,95.5801105
17675,2015,Percent with drugs specified,0.02404933,Illinois,92.22103004
17819,2016,Percent with drugs specified,0.02689954,Illinois,96.00329625
17963,2017,Percent with drugs specified,0.033760023,Illinois,94.82820976
18104,2018,Percent with drugs specified,0.072979042,Illinois,97.25475842
18242,2019,Percent with drugs specified,0.13041013,Illinois,97.58558559
18389,2020,Percent with drugs specified,0.153806716,Illinois,97.73435287
18537,2021,Percent with drugs specified,0.17112105,Illinois,97.96619123
18683,2022,Percent with drugs specified,0.128901574,Illinois,98.446803
18935,2015,Percent with drugs specified,0.01738993,Indiana,51.46103896
19079,2016,Percent with drugs specified,0.006245023,Indiana,63.14741036
19223,2017,Percent with drugs specified,0.030278716,Indiana,79.78201635
19364,2018,Percent with drugs specified,0.007549905,Indiana,88.64764268
19502,2019,Percent with drugs specified,0.001503398,Indiana,97.30046948
19649,2020,Percent with drugs specified,0.055594163,Indiana,97.39744155
19797,2021,Percent with drugs specified,0.002520415,Indiana,96.5937612
19943,2022,Percent with drugs specified,0.006571079,Indiana,96.51162791
20195,2015,Percent with drugs specified,0.054131385,Kansas,74.6130031
20339,2016,Percent with drugs specified,0.043155871,Kansas,80.19169329
20483,2017,Percent with drugs specified,0.045892611,Kansas,77.08978328
20624,2018,Percent with drugs specified,0.011324173,Kansas,82.99120235
20762,2019,Percent with drugs specified,0.02245593,Kansas,92.89473684
20909,2020,Percent with drugs specified,0.080321285,Kansas,95.13742072
21057,2021,Percent with drugs specified,0.070867156,Kansas,96.62756598
21203,2022,Percent with drugs specified,0.003264134,Kansas,98.41059603
21455,2015,Percent with drugs specified,0.004329473,Kentucky,79.16666667
21599,2016,Percent with drugs specified,0.010502878,Kentucky,81.55880306
21743,2017,Percent with drugs specified,0.016661807,Kentucky,88.82503193
21884,2018,Percent with drugs specified,0.014480162,Kentucky,91.91616766
22022,2019,Percent with drugs specified,0.020482989,Kentucky,94.15631848
22169,2020,Percent with drugs specified,0.032310758,Kentucky,94.24904943
22317,2021,Percent with drugs specified,0.057967174,Kentucky,93.49186483
22463,2022,Percent with drugs specified,0.026231572,Kentucky,94.19662191
22688,2015,Percent with drugs specified,0.08425559,Louisiana,45.82857143
22724,2016,Percent with drugs specified,0.009006778,Louisiana,51.4940239
22760,2017,Percent with drugs specified,0.002176136,Louisiana,52.99455535
22795,2018,Percent with drugs specified,0.002165111,Louisiana,52.35646958
22831,2019,Percent with drugs specified,0.004337924,Louisiana,60.12269939
22867,2020,Percent with drugs specified,0.001759696,Louisiana,63.03784344
22904,2021,Percent with drugs specified,0.005217482,Louisiana,64.8089172
22940,2022,Percent with drugs specified,0.022845394,Louisiana,69.54377312
23030,2015,Percent with drugs specified,0.813464713,Massachusetts,98.66511898
23174,2016,Percent with drugs specified,0.480461796,Massachusetts,98.90809827
23318,2017,Percent with drugs specified,0.602742478,Massachusetts,99.11131899
23459,2018,Percent with drugs specified,0.161564343,Massachusetts,98.57015192
23597,2019,Percent with drugs specified,0.255003607,Massachusetts,98.96162528
23744,2020,Percent with drugs specified,0.1334668,Massachusetts,99.21602787
23892,2021,Percent with drugs specified,0.136026768,Massachusetts,99.21722114
24038,2022,Percent with drugs specified,0.174389636,Massachusetts,99.73554968
24290,2015,Percent with drugs specified,0.021203511,Maryland,98.40909091
24434,2016,Percent with drugs specified,0.016437906,Maryland,98.79459981
24578,2017,Percent with drugs specified,0.036239179,Maryland,98.55516637
24719,2018,Percent with drugs specified,0.03580522,Maryland,98.87170915
24857,2019,Percent with drugs specified,0.039614943,Maryland,98.47457627
25004,2020,Percent with drugs specified,0.023472604,Maryland,98.08040565
25152,2021,Percent with drugs specified,0.127009534,Maryland,98.53157122
25298,2022,Percent with drugs specified,0.084532374,Maryland,97.30479588
25550,2015,Percent with drugs specified,0.0,Maine,98.50187266
25694,2016,Percent with drugs specified,0.0,Maine,99.15966387
25838,2017,Percent with drugs specified,0.0,Maine,98.77750611
25979,2018,Percent with drugs specified,0.0,Maine,99.40828402
26117,2019,Percent with drugs specified,0.0,Maine,100.0
26264,2020,Percent with drugs specified,0.006402049,Maine,100.0
26412,2021,Percent with drugs specified,0.0,Maine,99.83870968
26558,2022,Percent with drugs specified,0.0,Maine,99.85835694
26810,2015,Percent with drugs specified,0.033006814,Michigan,77.80030411
26954,2016,Percent with drugs specified,0.087515816,Michigan,86.59265585
27098,2017,Percent with drugs specified,0.056094571,Michigan,88.25515947
27239,2018,Percent with drugs specified,0.104567123,Michigan,90.95145631
27377,2019,Percent with drugs specified,0.126846434,Michigan,89.48261238
27524,2020,Percent with drugs specified,0.129884749,Michigan,91.96363636
27672,2021,Percent with drugs specified,0.104266301,Michigan,96.57179819
27818,2022,Percent with drugs specified,0.19633748,Michigan,97.03603907
28070,2015,Percent with drugs specified,0.0,Minnesota,85.81081081
28214,2016,Percent with drugs specified,0.0,Minnesota,85.69277108
28358,2017,Percent with drugs specified,0.0,Minnesota,87.5
28499,2018,Percent with drugs specified,0.0,Minnesota,84.97652582
28637,2019,Percent with drugs specified,0.0,Minnesota,85.27918782
28784,2020,Percent with drugs specified,0.0,Minnesota,89.20187793
28932,2021,Percent with drugs specified,0.0,Minnesota,91.74107143
29078,2022,Percent with drugs specified,0.0,Minnesota,97.4137931
29330,2015,Percent with drugs specified,0.0290346,Missouri,84.4526219
29474,2016,Percent with drugs specified,0.017774043,Missouri,86.002886
29618,2017,Percent with drugs specified,0.02803651,Missouri,89.91416309
29759,2018,Percent with drugs specified,0.015265544,Missouri,90.39755352
29897,2019,Percent with drugs specified,0.01389382,Missouri,92.82595134
30044,2020,Percent with drugs specified,0.009178161,Missouri,93.15926893
30192,2021,Percent with drugs specified,0.018297066,Missouri,92.84738041
30338,2022,Percent with drugs specified,0.002701899,Missouri,93.76130199
30590,2015,Percent with drugs specified,0.009675547,Mississippi,60.66066066
30734,2016,Percent with drugs specified,0.119293268,Mississippi,76.20481928
30878,2017,Percent with drugs specified,0.222504768,Mississippi,81.1550152
31019,2018,Percent with drugs specified,0.697336867,Mississippi,86.55172414
31157,2019,Percent with drugs specified,0.511892128,Mississippi,95.89041096
31304,2020,Percent with drugs specified,0.249306775,Mississippi,96.9924812
31452,2021,Percent with drugs specified,0.101736973,Mississippi,97.1849866
31598,2022,Percent with drugs specified,0.135814206,Mississippi,96.43874644
31850,2015,Percent with drugs specified,0.141399859,Montana,62.59541985
31994,2016,Percent with drugs specified,0.140830902,Montana,58.77192982
32138,2017,Percent with drugs specified,0.0,Montana,65.25423729
32279,2018,Percent with drugs specified,0.020028039,Montana,82.05128205
32417,2019,Percent with drugs specified,0.009579462,Montana,89.20863309
32564,2020,Percent with drugs specified,0.0,Montana,92.3566879
32712,2021,Percent with drugs specified,0.0,Montana,94.70899471
32858,2022,Percent with drugs specified,0.008494012,Montana,97.38219895
33110,2015,Percent with drugs specified,0.245487365,North Carolina,93.2986337
33254,2016,Percent with drugs specified,0.260536398,North Carolina,97.04816157
33398,2017,Percent with drugs specified,0.395530085,North Carolina,97.08737864
33539,2018,Percent with drugs specified,0.299549621,North Carolina,97.32858415
33677,2019,Percent with drugs specified,0.553360501,North Carolina,98.30053667
33824,2020,Percent with drugs specified,0.549520419,North Carolina,98.2057033
33972,2021,Percent with drugs specified,0.493488806,North Carolina,98.33333333
34118,2022,Percent with drugs specified,0.398978334,North Carolina,98.78629224
34370,2015,Percent with drugs specified,0.145433392,North Dakota,84.84848485
34514,2016,Percent with drugs specified,0.249779606,North Dakota,87.5
34658,2017,Percent with drugs specified,0.225733634,North Dakota,89.47368421
34799,2018,Percent with drugs specified,0.085324232,North Dakota,81.42857143
34937,2019,Percent with drugs specified,0.243572395,North Dakota,85.55555556
35084,2020,Percent with drugs specified,0.045253988,North Dakota,83.7398374
35232,2021,Percent with drugs specified,0.08636644,North Dakota,89.70588235
35378,2022,Percent with drugs specified,0.0,North Dakota,88.65248227
35603,2015,Percent with drugs specified,0.0,Nebraska,77.23577236
35639,2016,Percent with drugs specified,0.024390244,Nebraska,67.25663717
35675,2017,Percent with drugs specified,0.01756029,Nebraska,75.79617834
35710,2018,Percent with drugs specified,0.029127345,Nebraska,80.0
35746,2019,Percent with drugs specified,0.07559458,Nebraska,83.56164384
35782,2020,Percent with drugs specified,0.081210029,Nebraska,88.57142857
35819,2021,Percent with drugs specified,0.036647296,Nebraska,90.82568807
35855,2022,Percent with drugs specified,0.037243948,Nebraska,89.23766816
35945,2015,Percent with drugs specified,0.136472194,New Hampshire,99.27710843
36089,2016,Percent with drugs specified,0.067176085,New Hampshire,99.56331878
36233,2017,Percent with drugs specified,0.016276042,New Hampshire,98.74476987
36374,2018,Percent with drugs specified,0.039971221,New Hampshire,98.87892377
36512,2019,Percent with drugs specified,0.0,New Hampshire,99.49367089
36659,2020,Percent with drugs specified,0.022200844,New Hampshire,99.74554707
36807,2021,Percent with drugs specified,0.050472276,New Hampshire,99.07621247
36953,2022,Percent with drugs specified,0.006986655,New Hampshire,99.17355372
37205,2015,Percent with drugs specified,0.348760354,New Jersey,68.86858749
37349,2016,Percent with drugs specified,0.410643434,New Jersey,78.13292745
37493,2017,Percent with drugs specified,0.190682264,New Jersey,82.06791301
37634,2018,Percent with drugs specified,0.192428474,New Jersey,97.75988799
37772,2019,Percent with drugs specified,0.148086321,New Jersey,98.44989185
37919,2020,Percent with drugs specified,0.12348909,New Jersey,98.22506212
38067,2021,Percent with drugs specified,0.220085163,New Jersey,97.67364573
38213,2022,Percent with drugs specified,0.384558497,New Jersey,98.23429542
38465,2015,Percent with drugs specified,0.093775642,New Mexico,96.57258065
38609,2016,Percent with drugs specified,0.050652859,New Mexico,98.3805668
38753,2017,Percent with drugs specified,0.160575858,New Mexico,98.7854251
38894,2018,Percent with drugs specified,0.211496746,New Mexico,99.04761905
39032,2019,Percent with drugs specified,0.142811806,New Mexico,98.85057471
39179,2020,Percent with drugs specified,0.246806668,New Mexico,94.44444444
39327,2021,Percent with drugs specified,0.081287596,New Mexico,98.65384615
39473,2022,Percent with drugs specified,0.174825175,New Mexico,98.60973188
39725,2015,Percent with drugs specified,0.004228866,Nevada,96.09022556
39869,2016,Percent with drugs specified,0.0,Nevada,97.45403112
40013,2017,Percent with drugs specified,0.077854335,Nevada,98.67724868
40154,2018,Percent with drugs specified,0.250303101,Nevada,98.65047233
40292,2019,Percent with drugs specified,0.094542979,Nevada,98.87323944
40439,2020,Percent with drugs specified,0.060526903,Nevada,99.12568306
40587,2021,Percent with drugs specified,0.038290477,Nevada,99.23002887
40733,2022,Percent with drugs specified,0.031213909,Nevada,99.2014197
40985,2015,Percent with drugs specified,0.405174865,New York,95.44950055
41129,2016,Percent with drugs specified,0.585221635,New York,96.79715302
41273,2017,Percent with drugs specified,0.498000982,New York,96.76759411
41414,2018,Percent with drugs specified,0.466825586,New York,97.54025045
41552,2019,Percent with drugs specified,0.70299993,New York,97.02780441
41699,2020,Percent with drugs specified,0.413828923,New York,97.91231733
41847,2021,Percent with drugs specified,0.535675839,New York,97.44479495
41993,2022,Percent with drugs specified,0.234804657,New York,97.64775066
42245,2015,Percent with drugs specified,0.026246053,Ohio,93.46522782
42389,2016,Percent with drugs specified,0.030095805,Ohio,95.23809524
42533,2017,Percent with drugs specified,0.011300712,Ohio,95.99065784
42674,2018,Percent with drugs specified,0.016047372,Ohio,95.004995
42812,2019,Percent with drugs specified,0.016977929,Ohio,95.3026408
42959,2020,Percent with drugs specified,0.017367503,Ohio,95.34036433
43107,2021,Percent with drugs specified,0.009487345,Ohio,95.70767808
43253,2022,Percent with drugs specified,0.005790304,Ohio,96.03421462
43505,2015,Percent with drugs specified,0.018266747,Oklahoma,96.81440443
43649,2016,Percent with drugs specified,0.013099293,Oklahoma,96.26400996
43793,2017,Percent with drugs specified,0.005086729,Oklahoma,96.23376623
43934,2018,Percent with drugs specified,0.072725449,Oklahoma,98.15078236
44072,2019,Percent with drugs specified,0.032690422,Oklahoma,99.19093851
44219,2020,Percent with drugs specified,0.135699823,Oklahoma,98.65951743
44367,2021,Percent with drugs specified,0.124109868,Oklahoma,98.50107066
44513,2022,Percent with drugs specified,0.124364775,Oklahoma,97.46407439
44765,2015,Percent with drugs specified,0.022388895,Oregon,95.57344064
44909,2016,Percent with drugs specified,0.072387104,Oregon,95.16129032
45053,2017,Percent with drugs specified,0.049053004,Oregon,96.8164794
45194,2018,Percent with drugs specified,0.052474591,Oregon,96.4028777
45332,2019,Percent with drugs specified,0.077482099,Oregon,97.70491803
45479,2020,Percent with drugs specified,0.059645112,Oregon,98.61982434
45627,2021,Percent with drugs specified,0.046638683,Oregon,98.3065199
45773,2022,Percent with drugs specified,0.06281407,Oregon,98.99062725
45998,2015,Percent with drugs specified,0.275173105,Pennsylvania,48.2684646
46034,2016,Percent with drugs specified,0.289913249,Pennsylvania,53.91566265
46070,2017,Percent with drugs specified,0.205130451,Pennsylvania,51.9874862
46105,2018,Percent with drugs specified,0.196252821,Pennsylvania,75.78708947
46141,2019,Percent with drugs specified,0.150838485,Pennsylvania,82.13321332
46177,2020,Percent with drugs specified,0.225400677,Pennsylvania,86.13364233
46214,2021,Percent with drugs specified,0.131847594,Pennsylvania,88.11535636
46250,2022,Percent with drugs specified,0.095425659,Pennsylvania,89.85034536
46340,2015,Percent with drugs specified,0.0,Rhode Island,99.37304075
46484,2016,Percent with drugs specified,0.069839369,Rhode Island,99.71098266
46628,2017,Percent with drugs specified,0.124473382,Rhode Island,98.4939759
46769,2018,Percent with drugs specified,0.0,Rhode Island,97.58308157
46907,2019,Percent with drugs specified,0.207175817,Rhode Island,99.05362776
47054,2020,Percent with drugs specified,0.016447368,Rhode Island,99.74811083
47202,2021,Percent with drugs specified,0.042981174,Rhode Island,99.13043478
47348,2022,Percent with drugs specified,0.063256823,Rhode Island,99.11504425
47600,2015,Percent with drugs specified,0.060407318,South Carolina,97.55434783
47744,2016,Percent with drugs specified,0.038197908,South Carolina,95.86681975
47888,2017,Percent with drugs specified,0.057829733,South Carolina,97.6023976
48029,2018,Percent with drugs specified,0.076680927,South Carolina,98.01084991
48167,2019,Percent with drugs specified,0.091985282,South Carolina,99.02740937
48314,2020,Percent with drugs specified,0.05805756,South Carolina,98.0913823
48462,2021,Percent with drugs specified,0.040443636,South Carolina,98.15327793
48608,2022,Percent with drugs specified,0.045009002,South Carolina,98.16753927
48860,2015,Percent with drugs specified,0.038003547,South Dakota,82.25806452
49004,2016,Percent with drugs specified,0.025173065,South Dakota,95.65217391
49148,2017,Percent with drugs specified,0.024570025,South Dakota,97.33333333
49289,2018,Percent with drugs specified,0.0,South Dakota,96.49122807
49427,2019,Percent with drugs specified,0.035769643,South Dakota,100.0
49574,2020,Percent with drugs specified,0.009875568,South Dakota,97.2972973
49722,2021,Percent with drugs specified,0.053151908,South Dakota,99.00990099
49868,2022,Percent with drugs specified,0.021822149,South Dakota,96.42857143
50120,2015,Percent with drugs specified,0.290445207,Tennessee,91.54639175
50264,2016,Percent with drugs specified,0.148239309,Tennessee,92.27023737
50408,2017,Percent with drugs specified,0.252395039,Tennessee,93.6623668
50549,2018,Percent with drugs specified,0.435537742,Tennessee,94.88296135
50687,2019,Percent with drugs specified,0.158388659,Tennessee,96.53882133
50834,2020,Percent with drugs specified,0.15723804,Tennessee,95.82524272
50982,2021,Percent with drugs specified,0.153379067,Tennessee,96.14089614
51128,2022,Percent with drugs specified,0.108313025,Tennessee,96.63386846
51380,2015,Percent with drugs specified,0.177733431,Texas,83.94726638
51524,2016,Percent with drugs specified,0.173473001,Texas,86.69985775
51668,2017,Percent with drugs specified,0.070706568,Texas,88.88135593
51809,2018,Percent with drugs specified,0.207325164,Texas,89.83507237
51947,2019,Percent with drugs specified,0.178733174,Texas,92.73134806
52094,2020,Percent with drugs specified,0.130468544,Texas,93.18728936
52242,2021,Percent with drugs specified,0.262974708,Texas,94.68648208
52388,2022,Percent with drugs specified,0.299847632,Texas,96.20670698
53900,2015,Percent with drugs specified,0.319417204,Utah,97.84283513
54044,2016,Percent with drugs specified,0.908206293,Utah,94.92307692
54188,2017,Percent with drugs specified,0.240950953,Utah,97.51937984
54329,2018,Percent with drugs specified,0.157737,Utah,98.57142857
54467,2019,Percent with drugs specified,0.118385835,Utah,97.56521739
54614,2020,Percent with drugs specified,0.063028993,Utah,99.19614148
54762,2021,Percent with drugs specified,0.008503763,Utah,98.07407407
54908,2022,Percent with drugs specified,0.048313422,Utah,96.90402477
55160,2015,Percent with drugs specified,0.030883261,Virginia,98.20359281
55304,2016,Percent with drugs specified,0.019823117,Virginia,98.96755162
55448,2017,Percent with drugs specified,0.032481434,Virginia,98.48797251
55589,2018,Percent with drugs specified,0.011687534,Virginia,99.44211994
55727,2019,Percent with drugs specified,0.072016016,Virginia,99.02470741
55874,2020,Percent with drugs specified,0.061627468,Virginia,98.81006865
56022,2021,Percent with drugs specified,0.0,Virginia,99.00115252
56168,2022,Percent with drugs specified,0.002431079,Virginia,98.99638699
56420,2015,Percent with drugs specified,0.0,Vermont,97.97979798
56564,2016,Percent with drugs specified,0.0,Vermont,97.79411765
56708,2017,Percent with drugs specified,0.0,Vermont,100.0
56849,2018,Percent with drugs specified,0.0,Vermont,98.61111111
56987,2019,Percent with drugs specified,0.0,Vermont,99.15254237
57134,2020,Percent with drugs specified,0.0,Vermont,100.0
57282,2021,Percent with drugs specified,0.0,Vermont,100.0
57428,2022,Percent with drugs specified,0.0,Vermont,100.0
57680,2015,Percent with drugs specified,0.005491589,Washington,94.67989179
57824,2016,Percent with drugs specified,0.021911005,Washington,93.64368845
57968,2017,Percent with drugs specified,0.087750088,Washington,94.8630137
58109,2018,Percent with drugs specified,0.138793724,Washington,96.81857266
58247,2019,Percent with drugs specified,0.070422535,Washington,96.5627498
58394,2020,Percent with drugs specified,0.022215522,Washington,96.58169177
58542,2021,Percent with drugs specified,0.039303026,Washington,97.52650177
58688,2022,Percent with drugs specified,0.06792791,Washington,98.5833636
58940,2015,Percent with drugs specified,0.207541998,Wisconsin,88.88888889
59084,2016,Percent with drugs specified,0.108422072,Wisconsin,94.90268767
59228,2017,Percent with drugs specified,0.171131943,Wisconsin,97.45114698
59369,2018,Percent with drugs specified,0.085957208,Wisconsin,97.700092
59507,2019,Percent with drugs specified,0.088913587,Wisconsin,97.83333333
59654,2020,Percent with drugs specified,0.081643108,Wisconsin,98.5630307
59802,2021,Percent with drugs specified,0.146357507,Wisconsin,99.26094372
59948,2022,Percent with drugs specified,0.257120581,Wisconsin,98.42696629
60200,2015,Percent with drugs specified,0.139809678,West Virginia,99.45130316
60344,2016,Percent with drugs specified,0.159163256,West Virginia,97.38339022
60488,2017,Percent with drugs specified,0.341281801,West Virginia,99.09729188
60629,2018,Percent with drugs specified,0.502161478,West Virginia,99.65986395
60767,2019,Percent with drugs specified,0.668209809,West Virginia,99.53051643
60914,2020,Percent with drugs specified,0.241734248,West Virginia,99.77460556
61062,2021,Percent with drugs specified,0.197854837,West Virginia,99.66799469
61208,2022,Percent with drugs specified,0.644134306,West Virginia,100.0
61460,2015,Percent with drugs specified,0.044375416,Wyoming,72.82608696
61604,2016,Percent with drugs specified,0.0,Wyoming,78.49462366
61748,2017,Percent with drugs specified,0.022862369,Wyoming,98.48484848
61889,2018,Percent with drugs specified,0.021440823,Wyoming,98.36065574
62027,2019,Percent with drugs specified,0.042553191,Wyoming,97.22222222
62174,2020,Percent with drugs specified,0.0,Wyoming,98.01980198
62322,2021,Percent with drugs specified,0.0,Wyoming,99.00990099
62468,2022,Percent with drugs specified,0.036663611,Wyoming,100.0
62720,2015,Percent with drugs specified,0.038802661,New York City,98.22732013
62864,2016,Percent with drugs specified,0.040530582,New York City,99.36797753
63008,2017,Percent with drugs specified,0.044183435,New York City,99.79906229
63149,2018,Percent with drugs specified,0.052649734,New York City,99.52766532
63287,2019,Percent with drugs specified,0.086142116,New York City,99.54780362
63434,2020,Percent with drugs specified,0.083999854,New York City,99.29610511
63582,2021,Percent with drugs specified,0.081824047,New York City,99.31531532
63728,2022,Percent with drugs specified,0.155125751,New York City,99.64990452
